country,year,sex,age,suicides_no,population,suicides_per_100k,gdp,gdp_per_capita,generation,Region,happiness_rank,happiness_score,family,life_expectancy,freedom,govt_corruption,generosity,dystopia_residual
Turkey,2015,male,5-14 years,18,6435462,0.28,"859,796,872,794",11961,Generation Z,Middle East and Northern Africa,76,5.332000000000001,0.94632,0.73172,0.22815,0.15746,0.12253,2.08528
Turkmenistan,2015,male,35-54 years,38,620958,6.12,"35,799,628,571",7326,Generation X,Central and Eastern Europe,70,5.547999999999999,1.22668,0.53886,0.4761,0.30844,0.16979,1.8698400000000002
Turkmenistan,2015,male,15-24 years,31,515349,6.02,"35,799,628,571",7326,Millenials,Central and Eastern Europe,70,5.547999999999999,1.22668,0.53886,0.4761,0.30844,0.16979,1.8698400000000002
Turkmenistan,2015,female,15-24 years,21,505233,4.16,"35,799,628,571",7326,Millenials,Central and Eastern Europe,70,5.547999999999999,1.22668,0.53886,0.4761,0.30844,0.16979,1.8698400000000002
Turkmenistan,2015,male,55-74 years,7,225820,3.1,"35,799,628,571",7326,Boomers,Central and Eastern Europe,70,5.547999999999999,1.22668,0.53886,0.4761,0.30844,0.16979,1.8698400000000002
Turkmenistan,2015,male,25-34 years,15,484397,3.1,"35,799,628,571",7326,Millenials,Central and Eastern Europe,70,5.547999999999999,1.22668,0.53886,0.4761,0.30844,0.16979,1.8698400000000002
Turkmenistan,2015,female,25-34 years,11,487637,2.26,"35,799,628,571",7326,Millenials,Central and Eastern Europe,70,5.547999999999999,1.22668,0.53886,0.4761,0.30844,0.16979,1.8698400000000002
Turkmenistan,2015,female,75+ years,1,58753,1.7,"35,799,628,571",7326,Silent,Central and Eastern Europe,70,5.547999999999999,1.22668,0.53886,0.4761,0.30844,0.16979,1.8698400000000002
Turkmenistan,2015,female,55-74 years,3,280211,1.07,"35,799,628,571",7326,Boomers,Central and Eastern Europe,70,5.547999999999999,1.22668,0.53886,0.4761,0.30844,0.16979,1.8698400000000002
Turkmenistan,2015,female,35-54 years,5,657432,0.76,"35,799,628,571",7326,Generation X,Central and Eastern Europe,70,5.547999999999999,1.22668,0.53886,0.4761,0.30844,0.16979,1.8698400000000002
Turkmenistan,2015,male,5-14 years,1,513926,0.19,"35,799,628,571",7326,Generation Z,Central and Eastern Europe,70,5.547999999999999,1.22668,0.53886,0.4761,0.30844,0.16979,1.8698400000000002
Turkmenistan,2015,female,5-14 years,0,501611,0.0,"35,799,628,571",7326,Generation Z,Central and Eastern Europe,70,5.547999999999999,1.22668,0.53886,0.4761,0.30844,0.16979,1.8698400000000002
Turkmenistan,2015,male,75+ years,0,35187,0.0,"35,799,628,571",7326,Silent,Central and Eastern Europe,70,5.547999999999999,1.22668,0.53886,0.4761,0.30844,0.16979,1.8698400000000002
Ukraine,2015,male,75+ years,669,942786,70.96,"91,030,959,455",2256,Silent,Central and Eastern Europe,111,4.681,1.20278,0.6739,0.25123,0.02961,0.15275,1.5714
Ukraine,2015,male,55-74 years,1644,3747724,43.87,"91,030,959,455",2256,Boomers,Central and Eastern Europe,111,4.681,1.20278,0.6739,0.25123,0.02961,0.15275,1.5714
Ukraine,2015,male,35-54 years,2181,5795334,37.63,"91,030,959,455",2256,Generation X,Central and Eastern Europe,111,4.681,1.20278,0.6739,0.25123,0.02961,0.15275,1.5714
Ukraine,2015,male,25-34 years,1114,3527229,31.58,"91,030,959,455",2256,Millenials,Central and Eastern Europe,111,4.681,1.20278,0.6739,0.25123,0.02961,0.15275,1.5714
Ukraine,2015,male,15-24 years,507,2408074,21.05,"91,030,959,455",2256,Millenials,Central and Eastern Europe,111,4.681,1.20278,0.6739,0.25123,0.02961,0.15275,1.5714
Ukraine,2015,female,75+ years,296,2261462,13.09,"91,030,959,455",2256,Silent,Central and Eastern Europe,111,4.681,1.20278,0.6739,0.25123,0.02961,0.15275,1.5714
Ukraine,2015,female,55-74 years,399,5508376,7.24,"91,030,959,455",2256,Boomers,Central and Eastern Europe,111,4.681,1.20278,0.6739,0.25123,0.02961,0.15275,1.5714
Ukraine,2015,female,35-54 years,427,6309963,6.77,"91,030,959,455",2256,Generation X,Central and Eastern Europe,111,4.681,1.20278,0.6739,0.25123,0.02961,0.15275,1.5714
Ukraine,2015,female,15-24 years,117,2281055,5.13,"91,030,959,455",2256,Millenials,Central and Eastern Europe,111,4.681,1.20278,0.6739,0.25123,0.02961,0.15275,1.5714
Ukraine,2015,female,25-34 years,168,3421535,4.91,"91,030,959,455",2256,Millenials,Central and Eastern Europe,111,4.681,1.20278,0.6739,0.25123,0.02961,0.15275,1.5714
Ukraine,2015,male,5-14 years,33,2131084,1.55,"91,030,959,455",2256,Generation Z,Central and Eastern Europe,111,4.681,1.20278,0.6739,0.25123,0.02961,0.15275,1.5714
Ukraine,2015,female,5-14 years,19,2010824,0.94,"91,030,959,455",2256,Generation Z,Central and Eastern Europe,111,4.681,1.20278,0.6739,0.25123,0.02961,0.15275,1.5714
United Kingdom,2015,male,35-54 years,1579,8692440,18.17,"2,885,570,309,161",47240,Generation X,Western Europe,21,6.867000000000001,1.28548,0.90943,0.59625,0.32066999999999996,0.51912,1.9699400000000002
United Kingdom,2015,male,25-34 years,596,4408293,13.52,"2,885,570,309,161",47240,Millenials,Western Europe,21,6.867000000000001,1.28548,0.90943,0.59625,0.32066999999999996,0.51912,1.9699400000000002
United Kingdom,2015,male,55-74 years,906,6716557,13.49,"2,885,570,309,161",47240,Boomers,Western Europe,21,6.867000000000001,1.28548,0.90943,0.59625,0.32066999999999996,0.51912,1.9699400000000002
United Kingdom,2015,male,75+ years,273,2200958,12.4,"2,885,570,309,161",47240,Silent,Western Europe,21,6.867000000000001,1.28548,0.90943,0.59625,0.32066999999999996,0.51912,1.9699400000000002
United Kingdom,2015,male,15-24 years,374,4151992,9.01,"2,885,570,309,161",47240,Millenials,Western Europe,21,6.867000000000001,1.28548,0.90943,0.59625,0.32066999999999996,0.51912,1.9699400000000002
United Kingdom,2015,female,35-54 years,473,8881944,5.33,"2,885,570,309,161",47240,Generation X,Western Europe,21,6.867000000000001,1.28548,0.90943,0.59625,0.32066999999999996,0.51912,1.9699400000000002
United Kingdom,2015,female,55-74 years,306,7075576,4.32,"2,885,570,309,161",47240,Boomers,Western Europe,21,6.867000000000001,1.28548,0.90943,0.59625,0.32066999999999996,0.51912,1.9699400000000002
United Kingdom,2015,female,25-34 years,181,4414464,4.1,"2,885,570,309,161",47240,Millenials,Western Europe,21,6.867000000000001,1.28548,0.90943,0.59625,0.32066999999999996,0.51912,1.9699400000000002
United Kingdom,2015,female,75+ years,108,3070457,3.52,"2,885,570,309,161",47240,Silent,Western Europe,21,6.867000000000001,1.28548,0.90943,0.59625,0.32066999999999996,0.51912,1.9699400000000002
United Kingdom,2015,female,15-24 years,104,3966564,2.62,"2,885,570,309,161",47240,Millenials,Western Europe,21,6.867000000000001,1.28548,0.90943,0.59625,0.32066999999999996,0.51912,1.9699400000000002
United Kingdom,2015,female,5-14 years,6,3663221,0.16,"2,885,570,309,161",47240,Generation Z,Western Europe,21,6.867000000000001,1.28548,0.90943,0.59625,0.32066999999999996,0.51912,1.9699400000000002
United Kingdom,2015,male,5-14 years,4,3840476,0.1,"2,885,570,309,161",47240,Generation Z,Western Europe,21,6.867000000000001,1.28548,0.90943,0.59625,0.32066999999999996,0.51912,1.9699400000000002
United States,2015,male,75+ years,3171,8171136,38.81,"18,120,714,000,000",60387,Silent,North America,15,7.119,1.24711,0.86179,0.54604,0.1589,0.40105,2.51011
United States,2015,male,55-74 years,9068,32264697,28.11,"18,120,714,000,000",60387,Boomers,North America,15,7.119,1.24711,0.86179,0.54604,0.1589,0.40105,2.51011
United States,2015,male,35-54 years,11634,41658010,27.93,"18,120,714,000,000",60387,Generation X,North America,15,7.119,1.24711,0.86179,0.54604,0.1589,0.40105,2.51011
United States,2015,male,25-34 years,5503,22137097,24.86,"18,120,714,000,000",60387,Millenials,North America,15,7.119,1.24711,0.86179,0.54604,0.1589,0.40105,2.51011
United States,2015,male,15-24 years,4359,22615073,19.27,"18,120,714,000,000",60387,Millenials,North America,15,7.119,1.24711,0.86179,0.54604,0.1589,0.40105,2.51011
United States,2015,female,35-54 years,4053,41531809,9.76,"18,120,714,000,000",60387,Generation X,North America,15,7.119,1.24711,0.86179,0.54604,0.1589,0.40105,2.51011
United States,2015,female,55-74 years,2872,35115610,8.18,"18,120,714,000,000",60387,Boomers,North America,15,7.119,1.24711,0.86179,0.54604,0.1589,0.40105,2.51011
United States,2015,female,25-34 years,1444,21555712,6.7,"18,120,714,000,000",60387,Millenials,North America,15,7.119,1.24711,0.86179,0.54604,0.1589,0.40105,2.51011
United States,2015,female,15-24 years,1132,21633813,5.23,"18,120,714,000,000",60387,Millenials,North America,15,7.119,1.24711,0.86179,0.54604,0.1589,0.40105,2.51011
United States,2015,female,75+ years,540,11778666,4.58,"18,120,714,000,000",60387,Silent,North America,15,7.119,1.24711,0.86179,0.54604,0.1589,0.40105,2.51011
United States,2015,male,5-14 years,255,21273987,1.2,"18,120,714,000,000",60387,Generation Z,North America,15,7.119,1.24711,0.86179,0.54604,0.1589,0.40105,2.51011
United States,2015,female,5-14 years,158,20342901,0.78,"18,120,714,000,000",60387,Generation Z,North America,15,7.119,1.24711,0.86179,0.54604,0.1589,0.40105,2.51011
Uruguay,2015,male,75+ years,58,78996,73.42,"53,274,304,222",16696,Silent,Latin America and Caribbean,32,6.485,1.2089,0.8116,0.6036199999999999,0.24558000000000002,0.2324,2.3214200000000003
Uruguay,2015,male,55-74 years,133,277870,47.86,"53,274,304,222",16696,Boomers,Latin America and Caribbean,32,6.485,1.2089,0.8116,0.6036199999999999,0.24558000000000002,0.2324,2.3214200000000003
Uruguay,2015,male,25-34 years,96,235597,40.75,"53,274,304,222",16696,Millenials,Latin America and Caribbean,32,6.485,1.2089,0.8116,0.6036199999999999,0.24558000000000002,0.2324,2.3214200000000003
Uruguay,2015,male,35-54 years,135,423963,31.84,"53,274,304,222",16696,Generation X,Latin America and Caribbean,32,6.485,1.2089,0.8116,0.6036199999999999,0.24558000000000002,0.2324,2.3214200000000003
Uruguay,2015,male,15-24 years,74,264562,27.97,"53,274,304,222",16696,Millenials,Latin America and Caribbean,32,6.485,1.2089,0.8116,0.6036199999999999,0.24558000000000002,0.2324,2.3214200000000003
Uruguay,2015,female,75+ years,17,160620,10.58,"53,274,304,222",16696,Silent,Latin America and Caribbean,32,6.485,1.2089,0.8116,0.6036199999999999,0.24558000000000002,0.2324,2.3214200000000003
Uruguay,2015,female,55-74 years,34,327405,10.38,"53,274,304,222",16696,Boomers,Latin America and Caribbean,32,6.485,1.2089,0.8116,0.6036199999999999,0.24558000000000002,0.2324,2.3214200000000003
Uruguay,2015,female,25-34 years,23,232133,9.91,"53,274,304,222",16696,Millenials,Latin America and Caribbean,32,6.485,1.2089,0.8116,0.6036199999999999,0.24558000000000002,0.2324,2.3214200000000003
Uruguay,2015,female,35-54 years,38,440475,8.63,"53,274,304,222",16696,Generation X,Latin America and Caribbean,32,6.485,1.2089,0.8116,0.6036199999999999,0.24558000000000002,0.2324,2.3214200000000003
Uruguay,2015,female,15-24 years,17,255067,6.66,"53,274,304,222",16696,Millenials,Latin America and Caribbean,32,6.485,1.2089,0.8116,0.6036199999999999,0.24558000000000002,0.2324,2.3214200000000003
Uruguay,2015,male,5-14 years,3,252509,1.19,"53,274,304,222",16696,Generation Z,Latin America and Caribbean,32,6.485,1.2089,0.8116,0.6036199999999999,0.24558000000000002,0.2324,2.3214200000000003
Uruguay,2015,female,5-14 years,2,241598,0.83,"53,274,304,222",16696,Generation Z,Latin America and Caribbean,32,6.485,1.2089,0.8116,0.6036199999999999,0.24558000000000002,0.2324,2.3214200000000003
Armenia,2016,male,75+ years,12,61956,19.37,"10,546,135,160",3788,Silent,Central and Eastern Europe,121,4.36,0.6247699999999999,0.64083,0.14037,0.036160000000000005,0.07793,1.9786400000000002
Armenia,2016,male,55-74 years,16,237813,6.73,"10,546,135,160",3788,Boomers,Central and Eastern Europe,121,4.36,0.6247699999999999,0.64083,0.14037,0.036160000000000005,0.07793,1.9786400000000002
Armenia,2016,male,35-54 years,16,350633,4.56,"10,546,135,160",3788,Generation X,Central and Eastern Europe,121,4.36,0.6247699999999999,0.64083,0.14037,0.036160000000000005,0.07793,1.9786400000000002
Armenia,2016,male,15-24 years,5,202220,2.47,"10,546,135,160",3788,Millenials,Central and Eastern Europe,121,4.36,0.6247699999999999,0.64083,0.14037,0.036160000000000005,0.07793,1.9786400000000002
Armenia,2016,female,75+ years,2,102414,1.95,"10,546,135,160",3788,Silent,Central and Eastern Europe,121,4.36,0.6247699999999999,0.64083,0.14037,0.036160000000000005,0.07793,1.9786400000000002
Armenia,2016,female,55-74 years,6,308349,1.95,"10,546,135,160",3788,Boomers,Central and Eastern Europe,121,4.36,0.6247699999999999,0.64083,0.14037,0.036160000000000005,0.07793,1.9786400000000002
Armenia,2016,male,25-34 years,4,255665,1.56,"10,546,135,160",3788,Millenials,Central and Eastern Europe,121,4.36,0.6247699999999999,0.64083,0.14037,0.036160000000000005,0.07793,1.9786400000000002
Armenia,2016,female,35-54 years,3,408109,0.74,"10,546,135,160",3788,Generation X,Central and Eastern Europe,121,4.36,0.6247699999999999,0.64083,0.14037,0.036160000000000005,0.07793,1.9786400000000002
Armenia,2016,female,25-34 years,2,277452,0.72,"10,546,135,160",3788,Millenials,Central and Eastern Europe,121,4.36,0.6247699999999999,0.64083,0.14037,0.036160000000000005,0.07793,1.9786400000000002
Armenia,2016,female,15-24 years,1,195422,0.51,"10,546,135,160",3788,Millenials,Central and Eastern Europe,121,4.36,0.6247699999999999,0.64083,0.14037,0.036160000000000005,0.07793,1.9786400000000002
Austria,2016,male,75+ years,212,307692,68.9,"390,799,991,147",46976,Silent,Western Europe,12,7.119,1.0838299999999998,0.80565,0.54355,0.21348000000000003,0.32865,2.6934299999999998
Austria,2016,male,55-74 years,290,928992,31.22,"390,799,991,147",46976,Boomers,Western Europe,12,7.119,1.0838299999999998,0.80565,0.54355,0.21348000000000003,0.32865,2.6934299999999998
Austria,2016,male,35-54 years,260,1281202,20.29,"390,799,991,147",46976,Generation X,Western Europe,12,7.119,1.0838299999999998,0.80565,0.54355,0.21348000000000003,0.32865,2.6934299999999998
Austria,2016,male,25-34 years,86,605922,14.19,"390,799,991,147",46976,Millenials,Western Europe,12,7.119,1.0838299999999998,0.80565,0.54355,0.21348000000000003,0.32865,2.6934299999999998
Austria,2016,female,75+ years,61,478267,12.75,"390,799,991,147",46976,Silent,Western Europe,12,7.119,1.0838299999999998,0.80565,0.54355,0.21348000000000003,0.32865,2.6934299999999998
Austria,2016,male,15-24 years,58,525977,11.03,"390,799,991,147",46976,Millenials,Western Europe,12,7.119,1.0838299999999998,0.80565,0.54355,0.21348000000000003,0.32865,2.6934299999999998
Austria,2016,female,55-74 years,99,1009403,9.81,"390,799,991,147",46976,Boomers,Western Europe,12,7.119,1.0838299999999998,0.80565,0.54355,0.21348000000000003,0.32865,2.6934299999999998
Austria,2016,female,35-54 years,95,1273241,7.46,"390,799,991,147",46976,Generation X,Western Europe,12,7.119,1.0838299999999998,0.80565,0.54355,0.21348000000000003,0.32865,2.6934299999999998
Austria,2016,female,15-24 years,22,488020,4.51,"390,799,991,147",46976,Millenials,Western Europe,12,7.119,1.0838299999999998,0.80565,0.54355,0.21348000000000003,0.32865,2.6934299999999998
Austria,2016,female,25-34 years,18,585913,3.07,"390,799,991,147",46976,Millenials,Western Europe,12,7.119,1.0838299999999998,0.80565,0.54355,0.21348000000000003,0.32865,2.6934299999999998
Croatia,2016,male,75+ years,104,134519,77.31,"51,338,524,831",12905,Silent,Central and Eastern Europe,74,5.4879999999999995,0.6080899999999999,0.70524,0.23906999999999998,0.04002,0.18434,2.52462
Croatia,2016,male,55-74 years,187,480263,38.94,"51,338,524,831",12905,Boomers,Central and Eastern Europe,74,5.4879999999999995,0.6080899999999999,0.70524,0.23906999999999998,0.04002,0.18434,2.52462
Croatia,2016,male,35-54 years,146,571003,25.57,"51,338,524,831",12905,Generation X,Central and Eastern Europe,74,5.4879999999999995,0.6080899999999999,0.70524,0.23906999999999998,0.04002,0.18434,2.52462
Croatia,2016,male,25-34 years,48,274466,17.49,"51,338,524,831",12905,Millenials,Central and Eastern Europe,74,5.4879999999999995,0.6080899999999999,0.70524,0.23906999999999998,0.04002,0.18434,2.52462
Croatia,2016,female,75+ years,40,246002,16.26,"51,338,524,831",12905,Silent,Central and Eastern Europe,74,5.4879999999999995,0.6080899999999999,0.70524,0.23906999999999998,0.04002,0.18434,2.52462
Croatia,2016,female,55-74 years,69,551758,12.51,"51,338,524,831",12905,Boomers,Central and Eastern Europe,74,5.4879999999999995,0.6080899999999999,0.70524,0.23906999999999998,0.04002,0.18434,2.52462
Croatia,2016,male,15-24 years,30,242287,12.38,"51,338,524,831",12905,Millenials,Central and Eastern Europe,74,5.4879999999999995,0.6080899999999999,0.70524,0.23906999999999998,0.04002,0.18434,2.52462
Croatia,2016,female,35-54 years,47,570380,8.24,"51,338,524,831",12905,Generation X,Central and Eastern Europe,74,5.4879999999999995,0.6080899999999999,0.70524,0.23906999999999998,0.04002,0.18434,2.52462
Croatia,2016,female,15-24 years,6,231038,2.6,"51,338,524,831",12905,Millenials,Central and Eastern Europe,74,5.4879999999999995,0.6080899999999999,0.70524,0.23906999999999998,0.04002,0.18434,2.52462
Croatia,2016,female,25-34 years,6,265327,2.26,"51,338,524,831",12905,Millenials,Central and Eastern Europe,74,5.4879999999999995,0.6080899999999999,0.70524,0.23906999999999998,0.04002,0.18434,2.52462
Cyprus,2016,male,35-54 years,15,106925,14.03,"20,153,871,681",25098,Generation X,Western Europe,69,5.546,0.70697,0.8488,0.29507,0.05227999999999999,0.27906,2.04497
Cyprus,2016,male,15-24 years,5,58051,8.61,"20,153,871,681",25098,Millenials,Western Europe,69,5.546,0.70697,0.8488,0.29507,0.05227999999999999,0.27906,2.04497
Cyprus,2016,male,75+ years,2,24004,8.33,"20,153,871,681",25098,Silent,Western Europe,69,5.546,0.70697,0.8488,0.29507,0.05227999999999999,0.27906,2.04497
Cyprus,2016,male,55-74 years,7,85486,8.19,"20,153,871,681",25098,Boomers,Western Europe,69,5.546,0.70697,0.8488,0.29507,0.05227999999999999,0.27906,2.04497
Cyprus,2016,male,25-34 years,2,68167,2.93,"20,153,871,681",25098,Millenials,Western Europe,69,5.546,0.70697,0.8488,0.29507,0.05227999999999999,0.27906,2.04497
Cyprus,2016,female,35-54 years,3,117819,2.55,"20,153,871,681",25098,Generation X,Western Europe,69,5.546,0.70697,0.8488,0.29507,0.05227999999999999,0.27906,2.04497
Cyprus,2016,female,25-34 years,1,71307,1.4,"20,153,871,681",25098,Millenials,Western Europe,69,5.546,0.70697,0.8488,0.29507,0.05227999999999999,0.27906,2.04497
Cyprus,2016,female,55-74 years,1,90294,1.11,"20,153,871,681",25098,Boomers,Western Europe,69,5.546,0.70697,0.8488,0.29507,0.05227999999999999,0.27906,2.04497
Cyprus,2016,female,15-24 years,0,58057,0.0,"20,153,871,681",25098,Millenials,Western Europe,69,5.546,0.70697,0.8488,0.29507,0.05227999999999999,0.27906,2.04497
Cyprus,2016,female,75+ years,0,31234,0.0,"20,153,871,681",25098,Silent,Western Europe,69,5.546,0.70697,0.8488,0.29507,0.05227999999999999,0.27906,2.04497
Czech Republic,2016,male,75+ years,140,273637,51.16,"195,305,084,919",19505,Silent,Central and Eastern Europe,27,6.596,1.00793,0.76376,0.41418,0.03986,0.09929,2.96211
Czech Republic,2016,male,55-74 years,319,1205832,26.45,"195,305,084,919",19505,Boomers,Central and Eastern Europe,27,6.596,1.00793,0.76376,0.41418,0.03986,0.09929,2.96211
Czech Republic,2016,male,35-54 years,386,1617906,23.86,"195,305,084,919",19505,Generation X,Central and Eastern Europe,27,6.596,1.00793,0.76376,0.41418,0.03986,0.09929,2.96211
Czech Republic,2016,male,25-34 years,137,729199,18.79,"195,305,084,919",19505,Millenials,Central and Eastern Europe,27,6.596,1.00793,0.76376,0.41418,0.03986,0.09929,2.96211
Czech Republic,2016,male,15-24 years,78,527890,14.78,"195,305,084,919",19505,Millenials,Central and Eastern Europe,27,6.596,1.00793,0.76376,0.41418,0.03986,0.09929,2.96211
Czech Republic,2016,female,55-74 years,86,1358948,6.33,"195,305,084,919",19505,Boomers,Central and Eastern Europe,27,6.596,1.00793,0.76376,0.41418,0.03986,0.09929,2.96211
Czech Republic,2016,female,35-54 years,91,1541109,5.9,"195,305,084,919",19505,Generation X,Central and Eastern Europe,27,6.596,1.00793,0.76376,0.41418,0.03986,0.09929,2.96211
Czech Republic,2016,female,75+ years,25,480884,5.2,"195,305,084,919",19505,Silent,Central and Eastern Europe,27,6.596,1.00793,0.76376,0.41418,0.03986,0.09929,2.96211
Czech Republic,2016,female,25-34 years,34,691963,4.91,"195,305,084,919",19505,Millenials,Central and Eastern Europe,27,6.596,1.00793,0.76376,0.41418,0.03986,0.09929,2.96211
Czech Republic,2016,female,15-24 years,22,502574,4.38,"195,305,084,919",19505,Millenials,Central and Eastern Europe,27,6.596,1.00793,0.76376,0.41418,0.03986,0.09929,2.96211
Hungary,2016,male,75+ years,214,246437,86.84,"125,816,640,421",13448,Silent,Central and Eastern Europe,91,5.145,0.9316399999999999,0.67608,0.1977,0.044719999999999996,0.099,1.9547299999999999
Hungary,2016,male,55-74 years,495,1064355,46.51,"125,816,640,421",13448,Boomers,Central and Eastern Europe,91,5.145,0.9316399999999999,0.67608,0.1977,0.044719999999999996,0.099,1.9547299999999999
Hungary,2016,male,35-54 years,450,1439105,31.27,"125,816,640,421",13448,Generation X,Central and Eastern Europe,91,5.145,0.9316399999999999,0.67608,0.1977,0.044719999999999996,0.099,1.9547299999999999
Hungary,2016,female,75+ years,120,521024,23.03,"125,816,640,421",13448,Silent,Central and Eastern Europe,91,5.145,0.9316399999999999,0.67608,0.1977,0.044719999999999996,0.099,1.9547299999999999
Hungary,2016,male,25-34 years,98,633114,15.48,"125,816,640,421",13448,Millenials,Central and Eastern Europe,91,5.145,0.9316399999999999,0.67608,0.1977,0.044719999999999996,0.099,1.9547299999999999
Hungary,2016,female,55-74 years,161,1346205,11.96,"125,816,640,421",13448,Boomers,Central and Eastern Europe,91,5.145,0.9316399999999999,0.67608,0.1977,0.044719999999999996,0.099,1.9547299999999999
Hungary,2016,male,15-24 years,58,568065,10.21,"125,816,640,421",13448,Millenials,Central and Eastern Europe,91,5.145,0.9316399999999999,0.67608,0.1977,0.044719999999999996,0.099,1.9547299999999999
Hungary,2016,female,35-54 years,121,1432415,8.45,"125,816,640,421",13448,Generation X,Central and Eastern Europe,91,5.145,0.9316399999999999,0.67608,0.1977,0.044719999999999996,0.099,1.9547299999999999
Hungary,2016,female,25-34 years,30,602785,4.98,"125,816,640,421",13448,Millenials,Central and Eastern Europe,91,5.145,0.9316399999999999,0.67608,0.1977,0.044719999999999996,0.099,1.9547299999999999
Hungary,2016,female,15-24 years,14,536865,2.61,"125,816,640,421",13448,Millenials,Central and Eastern Europe,91,5.145,0.9316399999999999,0.67608,0.1977,0.044719999999999996,0.099,1.9547299999999999
Iceland,2016,male,25-34 years,8,25029,31.96,"20,304,098,101",64708,Millenials,Western Europe,3,7.501,1.18326,0.8673299999999999,0.56624,0.14975,0.47678000000000004,2.83137
Iceland,2016,male,55-74 years,10,33247,30.08,"20,304,098,101",64708,Boomers,Western Europe,3,7.501,1.18326,0.8673299999999999,0.56624,0.14975,0.47678000000000004,2.83137
Iceland,2016,male,35-54 years,11,44024,24.99,"20,304,098,101",64708,Generation X,Western Europe,3,7.501,1.18326,0.8673299999999999,0.56624,0.14975,0.47678000000000004,2.83137
Iceland,2016,male,15-24 years,6,24099,24.9,"20,304,098,101",64708,Millenials,Western Europe,3,7.501,1.18326,0.8673299999999999,0.56624,0.14975,0.47678000000000004,2.83137
Iceland,2016,male,75+ years,1,8723,11.46,"20,304,098,101",64708,Silent,Western Europe,3,7.501,1.18326,0.8673299999999999,0.56624,0.14975,0.47678000000000004,2.83137
Iceland,2016,female,25-34 years,2,23233,8.61,"20,304,098,101",64708,Millenials,Western Europe,3,7.501,1.18326,0.8673299999999999,0.56624,0.14975,0.47678000000000004,2.83137
Iceland,2016,female,55-74 years,2,32963,6.07,"20,304,098,101",64708,Boomers,Western Europe,3,7.501,1.18326,0.8673299999999999,0.56624,0.14975,0.47678000000000004,2.83137
Iceland,2016,female,15-24 years,0,22971,0.0,"20,304,098,101",64708,Millenials,Western Europe,3,7.501,1.18326,0.8673299999999999,0.56624,0.14975,0.47678000000000004,2.83137
Iceland,2016,female,35-54 years,0,43216,0.0,"20,304,098,101",64708,Generation X,Western Europe,3,7.501,1.18326,0.8673299999999999,0.56624,0.14975,0.47678000000000004,2.83137
Iceland,2016,female,75+ years,0,11268,0.0,"20,304,098,101",64708,Silent,Western Europe,3,7.501,1.18326,0.8673299999999999,0.56624,0.14975,0.47678000000000004,2.83137
Lithuania,2016,male,75+ years,78,80426,96.98,"42,773,029,835",15742,Silent,Central and Eastern Europe,60,5.813,1.0641100000000001,0.64674,0.18929,0.0182,0.02025,2.60525
Lithuania,2016,male,55-74 years,212,277763,76.32,"42,773,029,835",15742,Boomers,Central and Eastern Europe,60,5.813,1.0641100000000001,0.64674,0.18929,0.0182,0.02025,2.60525
Lithuania,2016,male,35-54 years,266,376689,70.62,"42,773,029,835",15742,Generation X,Central and Eastern Europe,60,5.813,1.0641100000000001,0.64674,0.18929,0.0182,0.02025,2.60525
Lithuania,2016,male,25-34 years,96,191346,50.17,"42,773,029,835",15742,Millenials,Central and Eastern Europe,60,5.813,1.0641100000000001,0.64674,0.18929,0.0182,0.02025,2.60525
Lithuania,2016,male,15-24 years,41,177888,23.05,"42,773,029,835",15742,Millenials,Central and Eastern Europe,60,5.813,1.0641100000000001,0.64674,0.18929,0.0182,0.02025,2.60525
Lithuania,2016,female,75+ years,29,193001,15.03,"42,773,029,835",15742,Silent,Central and Eastern Europe,60,5.813,1.0641100000000001,0.64674,0.18929,0.0182,0.02025,2.60525
Lithuania,2016,female,55-74 years,45,390385,11.53,"42,773,029,835",15742,Boomers,Central and Eastern Europe,60,5.813,1.0641100000000001,0.64674,0.18929,0.0182,0.02025,2.60525
Lithuania,2016,female,35-54 years,41,406249,10.09,"42,773,029,835",15742,Generation X,Central and Eastern Europe,60,5.813,1.0641100000000001,0.64674,0.18929,0.0182,0.02025,2.60525
Lithuania,2016,female,25-34 years,8,182632,4.38,"42,773,029,835",15742,Millenials,Central and Eastern Europe,60,5.813,1.0641100000000001,0.64674,0.18929,0.0182,0.02025,2.60525
Lithuania,2016,female,15-24 years,6,168917,3.55,"42,773,029,835",15742,Millenials,Central and Eastern Europe,60,5.813,1.0641100000000001,0.64674,0.18929,0.0182,0.02025,2.60525
Mauritius,2016,male,25-34 years,17,87701,19.38,"12,232,463,656",10570,Millenials,Sub-Saharan Africa,66,5.648,0.75695,0.66189,0.46145,0.05202999999999999,0.36951,2.20223
Mauritius,2016,male,75+ years,3,15754,19.04,"12,232,463,656",10570,Silent,Sub-Saharan Africa,66,5.648,0.75695,0.66189,0.46145,0.05202999999999999,0.36951,2.20223
Mauritius,2016,male,15-24 years,18,96372,18.68,"12,232,463,656",10570,Millenials,Sub-Saharan Africa,66,5.648,0.75695,0.66189,0.46145,0.05202999999999999,0.36951,2.20223
Mauritius,2016,male,35-54 years,33,180530,18.28,"12,232,463,656",10570,Generation X,Sub-Saharan Africa,66,5.648,0.75695,0.66189,0.46145,0.05202999999999999,0.36951,2.20223
Mauritius,2016,male,55-74 years,12,107902,11.12,"12,232,463,656",10570,Boomers,Sub-Saharan Africa,66,5.648,0.75695,0.66189,0.46145,0.05202999999999999,0.36951,2.20223
